,Circuit,D:SP,F:Depth,F:Width,F:2QGC
10,"[Gypi:0Gxmpi2:1][Gxpi2:0Gypi2:1][Gxpi2:0Gxpi:1][Gzpi:0Gzpi:1][Gxpi2:0Gxpi:1][Gypi2:0Gypi2:1][Gypi:0Gxpi2:1]Gcnot:1:0Gcnot:0:1[Gypi2:0Gypi:1]Gcnot:1:0[Gypi2:0Gxpi2:1][Gypi:0Gypi:1]Gcnot:0:1Gcnot:0:1Gcnot:1:0Gcnot:0:1Gcnot:0:1[Gypi:0Gxpi:1]Gcnot:0:1[Gypi:0Gypi2:1]Gcnot:0:1Gcnot:1:0[Gxpi:0Gxmpi2:1][Gypi2:0Gzpi:1]Gcnot:0:1[Gxmpi2:0Gypi:1][Gzpi:0Gxmpi2:1]Gcnot:0:1Gcnot:0:1[Gypi:0Gxpi:1][Gypi2:0Gypi2:1][Gympi2:0Gypi:1][Gympi2:0Gxpi:1]Gcnot:1:0[Gympi2:0Gzpi:1]Gcnot:0:1[Gxpi2:0Gxpi:1]Gcnot:1:0Gcnot:1:0Gcnot:0:1Gcnot:1:0Gcnot:0:1@(0,1,2,3)",0.9810048675026508,43,4,21
11,"[Gzpi:0Gzpi:1]Gcnot:1:0Gcnot:1:0Gcnot:1:0[Gypi2:0Gzpi:1]Gcnot:0:1Gcnot:0:1[Gxmpi2:0Gympi2:1]Gcnot:0:1Gcnot:0:1Gcnot:1:0Gcnot:1:0Gcnot:1:0Gcnot:0:1Gcnot:0:1@(0,1,2,3)",0.9775899758642752,15,4,12
12,"Gxpi:1Gxpi2:1Gxmpi2:1Gxmpi2:1Gypi:1Gxmpi2:1Gxpi2:1Gxmpi2:1Gxmpi2:1Gypi2:1Gxpi2:1Gympi2:1Gxpi:1Gxmpi2:1Gzpi:1Gympi2:1Gypi2:1Gypi:1Gxpi:1Gypi2:1Gzpi:1Gzpi:1Gzpi:1Gxmpi2:1Gxmpi2:1Gympi2:1Gzpi:1Gypi2:1Gypi:1@(0,1,2,3)",0.9990403348231998,29,4,0
13,"[Gcnot:2:3Gzpi:0][Gxpi2:0Gxpi:2Gympi2:3][Gcnot:3:0Gypi:2][Gcnot:2:3Gxpi2:0][Gypi2:0Gxpi2:2Gympi2:3][Gypi2:0Gypi:2Gypi:3][Gxmpi2:0Gxmpi2:2Gxpi2:3][Gympi2:0Gypi:2Gxmpi2:3][Gypi2:0Gympi2:2Gxmpi2:3][Gypi:0Gxpi2:2Gypi:3][Gypi2:0Gxpi:2Gxpi:3][Gypi2:0Gxmpi2:2Gypi:3][Gympi2:0Gxmpi2:2Gypi2:3][Gcnot:2:3Gypi2:0][Gxpi2:0Gypi:2Gxmpi2:3][Gxpi2:0Gzpi:2Gypi2:3][Gxpi:0Gypi2:2Gxmpi2:3][Gxmpi2:0Gxpi:2Gxpi:3][Gcnot:0:3Gxpi2:2][Gcnot:0:3Gxpi2:2][Gxpi:0Gzpi:2Gxpi:3][Gympi2:0Gypi:2Gxmpi2:3][Gypi2:0Gxpi:2Gzpi:3][Gypi:0Gxmpi2:2Gzpi:3][Gzpi:0Gxpi:2Gxmpi2:3]@(0,1,2,3)",0.9767345172452226,25,4,6
14,"[Gxmpi2:0Gxmpi2:3][Gympi2:0Gxmpi2:3][Gxmpi2:0Gxpi2:3][Gypi2:0Gxmpi2:3][Gypi2:0Gzpi:3][Gypi:0Gympi2:3][Gypi2:0Gxpi2:3][Gypi2:0Gxpi2:3][Gzpi:0Gympi2:3]@(0,1,2,3)",0.9964433405379576,9,4,0
15,"[Gypi:0Gxmpi2:1]@(0,1,2,3)",0.9996937233838548,1,4,0
16,"[Gcnot:3:0Gypi:2][Gypi2:0Gympi2:2Gzpi:3][Gcnot:3:0Gxpi:2][Gxpi:0Gxpi:2Gzpi:3][Gcnot:3:2Gxmpi2:0][Gxpi2:0Gxpi:2Gympi2:3][Gcnot:0:3Gxpi:2][Gzpi:0Gypi:2Gxpi:3][Gcnot:2:3Gympi2:0][Gcnot:2:3Gxpi2:0][Gcnot:3:0Gxpi:2][Gzpi:0Gxmpi2:2Gympi2:3][Gxpi:0Gxpi2:2Gxpi2:3][Gxpi2:0Gzpi:2Gzpi:3][Gxpi:0Gxpi:2Gxpi2:3][Gcnot:0:3Gympi2:2][Gypi2:0Gypi:2Gzpi:3][Gypi:0Gympi2:2Gxmpi2:3][Gcnot:0:3Gypi2:2][Gcnot:2:3Gypi2:0]@(0,1,2,3)",0.9919368718868572,20,4,10
17,"Gympi2:2Gypi2:2Gypi2:2Gypi:2Gxpi2:2Gxpi2:2Gxpi:2Gypi:2Gxpi:2Gxpi2:2Gxmpi2:2Gxpi:2Gzpi:2Gympi2:2Gxpi2:2Gxpi2:2Gzpi:2Gypi2:2Gzpi:2Gzpi:2Gypi2:2Gxpi:2Gxpi:2Gxmpi2:2Gympi2:2Gxpi:2Gxpi2:2Gypi:2Gypi2:2Gypi:2Gzpi:2Gympi2:2Gxpi:2Gxmpi2:2Gxpi2:2Gympi2:2Gympi2:2Gxmpi2:2Gxmpi2:2Gympi2:2Gxmpi2:2Gzpi:2Gzpi:2Gzpi:2Gympi2:2Gympi2:2Gxpi2:2Gzpi:2Gxpi2:2Gxmpi2:2Gypi:2Gympi2:2Gypi:2Gxpi:2Gxpi2:2Gzpi:2Gxpi:2Gxpi2:2Gzpi:2Gzpi:2Gxpi2:2Gxpi2:2Gxpi:2Gxpi2:2Gzpi:2Gzpi:2Gypi:2Gympi2:2Gxpi:2Gxmpi2:2Gypi2:2Gypi2:2Gzpi:2Gypi:2Gypi2:2Gxmpi2:2Gympi2:2Gxmpi2:2Gympi2:2Gzpi:2Gympi2:2Gzpi:2Gypi:2Gxpi2:2Gypi2:2Gxmpi2:2Gypi:2Gxmpi2:2Gxmpi2:2Gxpi2:2Gxmpi2:2Gxmpi2:2Gympi2:2Gypi2:2Gympi2:2Gypi2:2Gxmpi2:2Gzpi:2Gxpi:2Gzpi:2Gypi2:2Gxpi2:2Gypi:2Gxpi2:2Gzpi:2Gxmpi2:2Gzpi:2Gypi:2Gxpi:2Gxmpi2:2Gypi:2Gzpi:2Gympi2:2Gxpi2:2Gxpi:2Gzpi:2Gypi2:2Gzpi:2Gypi:2Gxpi:2Gzpi:2Gxmpi2:2Gympi2:2Gxmpi2:2Gypi:2Gxpi:2Gympi2:2Gxmpi2:2Gzpi:2Gypi:2Gzpi:2Gypi2:2Gxmpi2:2Gxpi:2Gxmpi2:2Gxpi:2Gxpi2:2Gxpi:2Gypi2:2Gympi2:2Gypi:2Gxpi:2Gzpi:2Gypi:2Gzpi:2Gzpi:2Gypi:2Gypi:2Gxpi2:2Gxmpi2:2Gympi2:2Gypi2:2Gzpi:2Gxmpi2:2Gxmpi2:2Gympi2:2Gypi:2Gxpi2:2Gxmpi2:2Gzpi:2Gympi2:2Gxmpi2:2Gxpi:2Gxmpi2:2Gxpi:2Gzpi:2Gympi2:2Gxpi:2Gympi2:2Gympi2:2Gympi2:2Gxpi:2Gxmpi2:2Gypi2:2Gxmpi2:2@(0,1,2,3)",0.9489565664344932,175,4,0
18,"Gcnot:0:3[Gympi2:0Gypi2:3]Gcnot:3:0Gcnot:0:3[Gypi2:0Gxmpi2:3]Gcnot:3:0[Gxpi:0Gypi2:3]@(0,1,2,3)",0.9965794808762858,7,4,4
19,"[Gcnot:3:2Gypi:1][Gypi:1Gxmpi2:2Gypi2:3][Gcnot:3:2Gzpi:1][Gxpi:1Gxmpi2:2Gzpi:3][Gxpi2:1Gzpi:2Gxmpi2:3][Gcnot:1:2Gxmpi2:3][Gcnot:2:1Gxpi2:3][Gcnot:1:2Gzpi:3][Gxmpi2:1Gxmpi2:2Gypi:3][Gypi2:1Gzpi:2Gypi2:3][Gcnot:3:2Gxpi2:1][Gypi:1Gypi2:2Gxmpi2:3][Gympi2:1Gxpi:2Gxpi2:3][Gympi2:1Gzpi:2Gypi2:3][Gxpi:1Gypi:2Gxmpi2:3][Gxpi:1Gypi:2Gxpi2:3][Gxpi:1Gympi2:2Gypi:3][Gcnot:2:1Gxmpi2:3][Gcnot:2:1Gypi2:3][Gxpi:1Gxpi:2Gypi:3][Gzpi:1Gypi2:2Gxpi:3]@(0,1,2,3)",0.9902862764349446,21,4,8
20,"Gcnot:0:3[Gxmpi2:0Gympi2:3][Gzpi:0Gympi2:3][Gxpi:0Gzpi:3][Gypi2:0Gxpi:3]Gcnot:3:0Gcnot:0:3[Gxpi:0Gxmpi2:3][Gxpi:0Gxpi:3]Gcnot:0:3[Gympi2:0Gypi:3][Gxmpi2:0Gxpi:3]Gcnot:3:0Gcnot:3:0Gcnot:3:0Gcnot:3:0Gcnot:3:0[Gypi2:0Gxmpi2:3]Gcnot:0:3Gcnot:0:3Gcnot:0:3Gcnot:0:3@(0,1,2,3)",0.9767670886667948,22,4,13
21,"[Gcnot:2:1Gympi2:0][Gcnot:1:0Gzpi:2][Gcnot:2:1Gxpi:0][Gcnot:1:0Gypi2:2][Gxpi2:0Gxpi2:1Gypi2:2][Gcnot:0:1Gypi2:2][Gcnot:0:1Gxmpi2:2][Gcnot:1:2Gypi2:0][Gzpi:0Gypi2:1Gzpi:2][Gcnot:0:1Gxpi2:2][Gcnot:1:2Gypi2:0][Gcnot:1:2Gypi2:0][Gcnot:2:1Gxpi:0][Gympi2:0Gxpi2:1Gypi:2][Gcnot:1:2Gypi2:0][Gympi2:0Gypi2:1Gzpi:2][Gcnot:1:2Gypi:0][Gympi2:0Gxpi:1Gxpi2:2][Gympi2:0Gypi:1Gxpi2:2][Gcnot:1:2Gxpi2:0]@(0,1,2,3)",0.9800566646742138,20,4,14
22,"[Gcnot:2:1Gympi2:0Gzpi:3][Gzpi:0Gzpi:1Gzpi:2Gxpi:3][Gcnot:1:0Gxmpi2:2Gxpi2:3][Gcnot:2:3Gzpi:0Gzpi:1][Gympi2:0Gxmpi2:1Gympi2:2Gxmpi2:3][Gcnot:0:3Gxpi:1Gxmpi2:2][Gypi2:0Gympi2:1Gympi2:2Gzpi:3][Gcnot:3:0Gzpi:1Gympi2:2][Gcnot:1:0Gypi:2Gxpi2:3][Gympi2:0Gxmpi2:1Gympi2:2Gypi:3]@(0,1,2,3)",0.9894714111630318,10,4,6
23,"[Gcnot:1:0Gcnot:2:3][Gcnot:3:0Gympi2:1Gypi2:2][Gcnot:1:0Gcnot:3:2][Gcnot:1:0Gypi2:2Gxmpi2:3][Gypi:0Gxpi:1Gypi2:2Gympi2:3][Gcnot:0:1Gxmpi2:2Gxpi:3][Gcnot:3:0Gxmpi2:1Gxpi2:2][Gcnot:2:1Gcnot:3:0][Gcnot:3:0Gypi:1Gxpi:2][Gxpi:0Gxpi2:1Gympi2:2Gzpi:3][Gcnot:3:2Gypi:0Gypi2:1][Gcnot:0:3Gcnot:2:1]@(0,1,2,3)",0.986537298976347,12,4,14
24,"Gxmpi2:2Gypi:2Gympi2:2Gzpi:2Gxpi:2Gxpi2:2Gxmpi2:2Gypi:2Gxpi:2Gzpi:2Gypi2:2Gypi2:2Gxpi2:2Gxpi:2Gxmpi2:2Gzpi:2Gzpi:2Gypi:2Gympi2:2Gympi2:2Gxpi:2Gympi2:2Gypi:2Gympi2:2Gzpi:2Gypi2:2Gxmpi2:2Gypi2:2Gxpi:2Gxpi2:2Gxmpi2:2Gympi2:2Gympi2:2Gympi2:2Gympi2:2Gypi:2Gxpi:2Gxpi:2Gxpi2:2Gypi:2Gxmpi2:2Gxpi2:2Gxpi:2Gxpi:2Gypi:2Gypi:2Gypi2:2Gypi:2Gympi2:2Gxpi:2Gypi:2Gypi2:2Gxmpi2:2Gxpi2:2Gypi:2Gympi2:2Gypi2:2Gxmpi2:2Gzpi:2Gympi2:2Gzpi:2Gxpi:2Gympi2:2Gympi2:2@(0,1,2,3)",0.9972264882133848,64,4,0
25,"[Gcnot:3:0Gypi2:2][Gcnot:0:3Gypi2:2][Gcnot:3:0Gxpi2:2][Gcnot:3:2Gympi2:0][Gcnot:0:3Gxpi2:2][Gcnot:0:3Gxpi:2][Gcnot:3:0Gympi2:2][Gcnot:3:2Gzpi:0][Gcnot:3:2Gypi:0][Gcnot:0:3Gypi2:2][Gcnot:3:0Gxpi:2][Gcnot:3:2Gympi2:0][Gcnot:3:2Gympi2:0][Gcnot:2:3Gxmpi2:0][Gcnot:3:2Gxpi2:0][Gcnot:3:0Gypi2:2][Gcnot:3:2Gxpi2:0][Gcnot:0:3Gzpi:2][Gcnot:3:0Gzpi:2][Gcnot:2:3Gxpi:0][Gcnot:3:0Gypi2:2][Gcnot:0:3Gympi2:2][Gcnot:3:0Gypi2:2][Gcnot:2:3Gypi:0][Gcnot:3:2Gypi2:0][Gcnot:3:2Gzpi:0]@(0,1,2,3)",0.97742236788755,26,4,26
26,"[Gzpi:0Gxpi2:2Gxmpi2:3][Gcnot:3:2Gypi2:0][Gxmpi2:0Gxpi2:2Gypi2:3][Gypi:0Gympi2:2Gypi2:3][Gxpi:0Gypi:2Gympi2:3][Gxpi:0Gypi2:2Gzpi:3][Gympi2:0Gxmpi2:2Gympi2:3][Gcnot:2:3Gzpi:0][Gxpi:0Gxpi2:2Gympi2:3][Gxpi2:0Gxmpi2:2Gzpi:3][Gympi2:0Gxpi:2Gypi2:3]@(0,1,2,3)",0.9956440574869364,11,4,2
27,"Gxpi2:2Gypi:2Gypi2:2Gypi:2Gxpi2:2Gypi:2Gxpi2:2Gxpi:2Gypi2:2Gypi2:2Gxmpi2:2Gxpi2:2Gxpi2:2Gzpi:2Gxpi2:2Gxpi2:2Gxmpi2:2Gxpi2:2Gxpi2:2Gxpi2:2Gypi:2Gzpi:2Gypi2:2Gxmpi2:2Gxpi:2Gxpi:2Gypi:2Gxpi2:2Gxpi2:2Gxpi2:2Gxpi:2Gypi:2Gympi2:2Gympi2:2Gzpi:2Gxpi2:2Gxmpi2:2Gypi:2Gypi:2Gxmpi2:2Gympi2:2Gzpi:2Gzpi:2Gypi2:2Gxpi:2Gypi2:2Gypi2:2Gypi2:2Gympi2:2Gympi2:2Gxmpi2:2Gxpi:2Gypi:2Gxpi:2Gxmpi2:2Gxpi2:2Gxpi:2Gxpi2:2Gzpi:2Gxmpi2:2Gxpi2:2Gxpi2:2Gxpi2:2Gxpi2:2Gypi2:2Gxpi:2Gxmpi2:2Gypi2:2Gxmpi2:2Gxpi:2Gympi2:2Gxpi:2Gzpi:2Gypi2:2Gypi:2Gypi:2Gympi2:2Gxpi2:2Gxpi:2Gxpi2:2Gzpi:2Gxpi:2Gympi2:2Gypi2:2Gypi:2Gypi2:2Gypi:2Gxpi:2Gypi:2Gxpi:2Gypi:2Gypi:2Gxmpi2:2Gypi2:2Gxmpi2:2Gypi:2Gypi:2Gxpi2:2Gxpi:2Gxpi2:2Gympi2:2Gympi2:2Gxpi2:2Gxpi2:2Gympi2:2Gxpi:2Gympi2:2Gypi:2Gzpi:2Gympi2:2Gypi2:2Gypi:2Gzpi:2Gzpi:2Gzpi:2Gxmpi2:2Gxmpi2:2Gypi:2Gxpi2:2Gzpi:2Gxpi:2Gypi2:2Gxpi:2Gypi2:2Gzpi:2Gxpi2:2Gzpi:2Gxpi:2Gxpi2:2Gympi2:2Gypi2:2Gympi2:2Gympi2:2Gxmpi2:2Gypi:2Gxpi:2Gympi2:2Gypi2:2Gympi2:2Gxmpi2:2Gypi2:2Gzpi:2Gypi2:2Gzpi:2Gympi2:2Gxpi2:2Gympi2:2Gxpi:2Gxmpi2:2Gypi2:2Gxpi2:2Gxmpi2:2Gympi2:2Gypi:2Gypi2:2Gympi2:2Gxmpi2:2Gxpi:2Gxmpi2:2Gxpi:2Gxmpi2:2Gypi:2Gympi2:2Gympi2:2Gxmpi2:2Gzpi:2Gypi2:2Gxmpi2:2Gxpi2:2Gypi:2Gympi2:2Gxmpi2:2Gympi2:2@(0,1,2,3)",0.9546428964752852,173,4,0
28,"[Gcnot:3:2Gxpi2:0][Gcnot:3:0Gzpi:2][Gcnot:3:2Gypi:0][Gcnot:3:2Gypi2:0][Gcnot:3:2Gzpi:0][Gypi:0Gypi2:2Gxpi2:3][Gcnot:2:3Gxpi2:0][Gcnot:3:2Gympi2:0][Gcnot:0:3Gzpi:2][Gcnot:0:3Gypi:2][Gcnot:0:3Gympi2:2]@(0,1,2,3)",0.989689617949272,11,4,10
29,"[Gcnot:0:1Gypi2:3][Gcnot:0:3Gxpi:1][Gcnot:0:1Gxpi:3][Gcnot:1:0Gympi2:3][Gxmpi2:0Gzpi:1Gypi:3][Gcnot:0:1Gympi2:3][Gcnot:1:0Gxpi:3][Gcnot:0:1Gypi:3][Gcnot:3:0Gypi2:1][Gypi2:0Gxpi:1Gxmpi2:3]@(0,1,2,3)",0.9916272014759016,10,4,8
30,"[Gypi:2Gympi2:3][Gypi:2Gypi:3]Gcnot:3:2[Gympi2:2Gxpi:3]Gcnot:2:3[Gxpi2:2Gxpi2:3][Gympi2:2Gympi2:3]@(0,1,2,3)",0.9977926486710044,7,4,2
31,"[Gcnot:0:3Gcnot:2:1][Gzpi:0Gypi2:1Gxmpi2:2Gxpi:3][Gcnot:1:0Gcnot:2:3][Gcnot:2:1Gympi2:0Gzpi:3][Gypi2:0Gxmpi2:1Gxpi2:2Gypi2:3][Gxmpi2:0Gxmpi2:1Gzpi:2Gxpi:3][Gcnot:2:1Gcnot:3:0][Gcnot:0:3Gxpi:1Gzpi:2][Gcnot:2:3Gzpi:0Gympi2:1][Gcnot:0:3Gcnot:2:1][Gympi2:0Gypi2:1Gzpi:2Gympi2:3][Gcnot:0:3Gcnot:2:1][Gcnot:0:1Gxmpi2:2Gxmpi2:3][Gcnot:3:2Gypi:0Gympi2:1][Gcnot:0:1Gzpi:2Gxpi2:3]@(0,1,2,3)",0.9758755436827596,15,4,16
32,"Gxpi:0Gxmpi2:0Gxmpi2:0Gympi2:0Gypi2:0Gxpi:0Gypi2:0Gxmpi2:0Gzpi:0Gypi:0Gxpi2:0Gzpi:0Gzpi:0Gypi2:0Gzpi:0Gxpi2:0Gypi:0Gzpi:0Gxmpi2:0Gypi:0Gzpi:0Gypi2:0Gxpi2:0Gzpi:0Gxpi2:0Gypi:0Gympi2:0Gxpi2:0Gxpi2:0Gypi2:0Gypi:0Gympi2:0Gypi:0Gxmpi2:0Gzpi:0Gxpi:0Gxmpi2:0Gxpi:0Gxmpi2:0Gypi:0Gypi:0Gxpi:0Gypi2:0Gypi:0Gxpi2:0Gypi:0Gxpi2:0Gxpi2:0Gxpi:0Gypi:0Gxpi:0Gypi2:0Gxpi2:0Gypi:0Gypi:0Gxmpi2:0Gypi2:0Gzpi:0Gypi:0Gypi2:0Gxmpi2:0Gypi2:0Gzpi:0Gxpi:0Gxpi2:0Gxmpi2:0Gxmpi2:0Gympi2:0Gxpi2:0Gzpi:0Gypi2:0Gympi2:0Gxpi:0Gxmpi2:0Gzpi:0Gxpi:0Gxmpi2:0Gzpi:0Gympi2:0Gxmpi2:0Gypi:0Gxpi2:0Gxpi:0Gypi2:0Gxpi:0Gypi:0Gxpi2:0Gxpi2:0Gzpi:0Gxpi2:0Gxpi2:0Gxmpi2:0Gxpi:0Gypi2:0Gxpi2:0@(0,1,2,3)",0.9889591226357112,95,4,0
